id_solicitud,fecha_solicitud,sucursal,tipo_credito,monto_solicitado,plazo_meses,ingresos_mensuales,antiguedad_laboral,nivel_educativo,estado_civil,numero_dependientes,tiene_otros_creditos,resultado
SOL-02937,19/02/2025,Medellin,Libre inversion,21500000,24,2030000,1,Bachiller,Union libre,,No,En estudio
SOL-01085,2024-03-04,Medellin,Vivienda,100000000,120,6870000,1,BACHILLER,Soltero,2,Si,En estudio
SOL-02420,2025-01-06,Cali,Vivienda,231000000,180,1950000,1,profesional,Casado,0,No,Aprobado
SOL-00564,2024-04-03,Barranquilla,Libre inversion,19000000,24,4920000,7,Postgrado,DIVORCIADO,1,No,En estudio
SOL-02213,21/12/2024,barranquilla,Vivienda,148900000,120,1800000,0,posgrado,Divorciado,1,Si,Aprobado
SOL-01164,16/01/2024,Bogotá,Libre inversion,16500000,36,2700000,3,PROFESIONAL,Casado,1,Si,RECHAZADO
SOL-00491,14/07/2024,barranquilla,Vivienda,97500000,180,$ 2120000,19,Tec.,Divorciado,1,Si,rechazado
SOL-00047,30/03/2025,Bucaramanga,Vivienda,227400000,120,$ 1800000,5,Profesional,Union libre,0,1,Rechazado
SOL-00493,2024-03-06,Cali,Vivienda,213900000,120,3160000,1,Bachiller,Soltero,2,No,aprobado
SOL-01694,2024-09-20,Bucaramanga,Vivienda,188600000,180,4270000,0,Profesional,Union libre,0,No,RECHAZADO
SOL-01023,21/06/2024,Bogota,Vehiculo,56900000,48,7540000,4,Bachiller,SOLTERO,2,No,Rechazado
SOL-02582,2024-07-02,Pereira,Educacion,16900000,36,2100000,5,Tecnico,Union libre,3,Si,aprobado
SOL-01154,2024-10-17,Cali,Vehiculo,20700000,36,3220000,6,Profesional,casado,0,No,Aprobado
SOL-01966,2024-11-02,Bogota,Vehiculo,22100000,60,1800000,13,Profesional,SOLTERO,1,1,En estudio
SOL-00769,2024-04-12,cali,Libre inversion,14100000,36,7480000,6,TECNICO,Casado,3,No,rechazado
SOL-02450,01/10/2024,bucaramanga,Vehiculo,55200000,36,2.320.000,3,Bachiller,Casado,0,no,En estudio
SOL-01569,2025-04-06,Pereira,Educacion,8500000,12,1800000,7,Técnico,Union libre,2,No,En estudio
SOL-00929,2024-08-12,Bogota,Vivienda,134100000,180,5480000,2,Bachiller,Soltero,1,No,Aprobado
SOL-02816,2024-06-02,Medellin,Vivienda,167200000,60,2.140.000,9,Posgrado,soltero,2,0,aprobado
SOL-02576,2024-05-21,bogota,Vivienda,234100000,120,3830000,2,Bachiller,Soltero,0,No,En estudio
SOL-01030,24/10/2024,bogota,Vehiculo,41800000,24,1800000,9,profesional,Casado,3,Si,En estudio
SOL-01253,2024-04-08,Barranquilla,Libre inversion,10300000,48,3590000,1,Tecnico,Union libre,0,no,En estudio
SOL-01800,2025-02-23,Medellín,Libre inversion,13300000,12,3690000,1,Bachiller,CASADO,2,0,En estudio
SOL-00565,2024-08-30,Bucaramanga,Vehiculo,59700000,36,8870000,1,Tecnico,Soltero,1,No,Rechazado
SOL-00610,2024-04-13,BUCARAMANGA,Vehiculo,51700000,24,9820000,9,Bachiller,Divorciado,2,No,En estudio
SOL-02164,2024-08-24,Medellin,Libre inversion,23100000,48,8030000,3,profesional,union libre,4,NO,Aprobado
SOL-02605,31/05/2025,barranquilla,Libre inversion,20400000,36,2530000,4,BACHILLER,Casado,2,No,en estudio
SOL-01715,2024-03-26,Bogotá D.C.,Educacion,6100000,36,$ 2000000,0,Tecnico,Casado,2,1,En estudio
SOL-01464,2024-12-16,Cali,Libre inversion,23500000,12,1.800.000,12,Posgrado,Soltero,1,Sí,Rechazado
SOL-01652,2024-11-18,Bogota,Libre inversion,12900000,36,1.800.000,5,Tec.,Union libre,0,No,Aprobado
SOL-00577,2024-06-17,Medellin,Libre inversion,19500000,36,2730000,0,Tecnico,UNION LIBRE,N/A,No,En estudio
SOL-00627,2024-09-24,Bogota,Educacion,3100000,24,1880000,9,Tecnico,Union libre,0,Si,En estudio
SOL-01632,18/03/2024,Bogota,Libre inversion,16300000,48,2850000,8,Profesional,Union libre,2,No,Rechazado
SOL-02195,2024-12-13,Medellin,Educacion,5700000,36,3920000,2,posgrado,SOLTERO,1,Si,Rechazado
SOL-01636,2025-03-15,Bogota,Vivienda,117300000,60,22150000,2,Tecnico,Soltero,,No,Aprobado
SOL-02355,2024-03-24,Medellin,Libre inversion,16200000,36,2.010.000,8,Técnico,Soltero,2,Si,Aprobado
SOL-02272,17/01/2024,Medellin,Vehiculo,38300000,48,5350000,0,Profesional,Casado,4,0,Aprobado
SOL-01939,24/07/2024,BARRANQUILLA,Educacion,13000000,24,2990000,1,Bachiller,Unión libre,2,No,En estudio
SOL-02819,2024-12-27,Cartagena,Libre inversion,10800000,36,2670000,3,profesional,CASADO,2,0,En estudio
SOL-00756,2024-07-15,Medellin,Vehiculo,34800000,48,$ 2410000,5,PROFESIONAL,Union libre,2,0,En estudio
SOL-02534,17/03/2025,CALI,Libre inversion,15300000,24,4910000,7,BACHILLER,Casado,1,No,En estudio
SOL-01580,2024-10-04,Bogota,Vehiculo,37000000,60,3010000,0,Profesional,CASADO,3,No,aprobado
SOL-01643,2024-03-04,CALI,Vivienda,158600000,120,7.880.000,9,Prof.,Casado,2,No,RECHAZADO
SOL-00640,2024-02-16,Bogotá,Libre inversion,8500000,24,5370000,8,Prof.,Soltero,3,No,Rechazado
SOL-01147,11/10/2024,Bogota,Educacion,4800000,12,9050000,1,Tecnico,Casado,2,1,Aprobado
SOL-00044,2024-08-23,Barranquilla,Libre inversion,11400000,36,4220000,2,Prof.,Soltero,3,Si,Rechazado
SOL-00008,2024-07-21,Bogota,Vivienda,115800000,60,1800000,3,POSGRADO,divorciado,0,No,Aprobado
SOL-02467,2024-05-18,PEREIRA,Libre inversion,23300000,48,7430000,11,Tecnico,Casado,2,Si,Aprobado
SOL-00739,2024-09-11,BOGOTA,Libre inversion,11400000,36,$4.550.000,9,,CASADO,2,No,APROBADO
SOL-00033,2024-12-24,Barranquilla,Vehiculo,58500000,48,4440000,0,Bachiller,Casado,2,Si,Rechazado
SOL-00471,2024-10-06,Barranquilla,Libre inversion,19000000,36,$3.090.000,11,BACHILLER,Soltero,1,Si,Aprobado
SOL-00472,2024-07-20,Cali,Libre inversion,10400000,48,10230000,6,Profesional,Casado,2,No,Aprobado
SOL-00422,22/04/2024,Cali,Educacion,10000000,36,4280000,6,Posgrado,Union libre,1,No,Aprobado
SOL-01741,2024-03-29,Medellin,Vehiculo,38100000,36,2350000,5,profesional,Soltero,3,Si,Aprobado
SOL-02270,21/06/2025,Cali,Vivienda,228100000,180,2230000,7,Bachiller,soltero,2,0,En estudio
SOL-01626,30/06/2025,Cali,Libre inversion,12500000,24,3040000,1,Postgrado,Soltero,0,no,En estudio
SOL-01522,2025-05-04,medellin,Libre inversion,13500000,24,2100000,1,PROFESIONAL,Soltero,3,Si,En estudio
SOL-01793,2025-03-07,BUCARAMANGA,Vehiculo,33200000,48,3340000,3,Bachiller,Union libre,0,No,Aprobado
SOL-02854,01/01/2025,Bogota,Vehiculo,34100000,24,4530000,5,Posgrado,casado,4,Si,aprobado
SOL-02736,2024-03-04,Bogota,Libre inversion,23900000,12,1860000,4,tecnico,divorciado,0,Si,Aprobado
SOL-01839,12/01/2025,Cali,Vehiculo,45000000,24,3250000,0,Profesional,Soltero,0,No,Aprobado
SOL-00906,23/04/2024,Barranquilla,Vivienda,138500000,120,2020000,12,PROFESIONAL,Casado,2,No,Rechazado
SOL-01099,2024-08-17,Bogota,Vivienda,90800000,240,$ 3670000,0,Posgrado,union libre,3,No,Rechazado
SOL-02846,22/01/2025,Medellin,Libre inversion,18800000,12,2070000,0,Bachiller,Union libre,2,SI,En estudio
SOL-02632,2025-04-07,Medellin,Vivienda,153500000,60,5490000,1,Tecnico,Divorciado,2,No,Rechazado
SOL-01117,27/04/2025,Medellin,Vivienda,91700000,240,1800000,0,bachiller,casado,3,No,Rechazado
SOL-00465,2025-03-24,bogota,Educacion,4000000,36,2730000,2,Prof.,SOLTERO,2,No,Aprobado
SOL-01376,2024-08-28,medellin,Educacion,17900000,24,4990000,11,Bachiller,Soltero,0,No,Aprobado
SOL-01292,2024-11-11,Medellin,Educacion,10100000,36,1800000,3,Bachiller,Soltero,1,No,Aprobado
SOL-00633,31/01/2024,Barranquilla,Educacion,16300000,12,2090000,1,Tecnico,Union libre,0,No,Aprobado
SOL-01982,2024-06-14,Bogota,Libre inversion,14300000,48,$ 1800000,1,Bachiller,Casado,2,NO,Aprobado
SOL-00668,08/01/2025,Bogota,Vehiculo,54800000,24,1900000,4,Bachiller,divorciado,1,No,en estudio
SOL-00010,13/07/2024,BOGOTA,Vehiculo,43200000,60,4520000,0,PROFESIONAL,Soltero,2,No,Rechazado
SOL-02273,2024-06-05,Cartagena,Vivienda,171200000,180,2350000,6,tecnico,CASADO,0,Si,Aprobado
SOL-01773,2024-06-05,BOGOTA,Libre inversion,18900000,48,$ 4360000,5,Tecnico,SOLTERO,2,Si,En estudio
SOL-01136,04/01/2025,Medellin,Educacion,3900000,12,9460000,3,Profesional,Divorciado,0,NO,Rechazado
SOL-00984,2024-10-17,Medellin,Vivienda,237000000,60,3750000,4,Bachiller,Casado,3,No,En estudio
SOL-01365,2025-02-14,Cartagena,Vehiculo,47800000,60,1920000,6,Tecnico,Soltero,3,Si,RECHAZADO
SOL-02684,2024-02-18,Cali,Libre inversion,15300000,24,,4,Tecnico,SOLTERO,0,Si,Aprobado
SOL-02941,28/02/2025,Medellin,Libre inversion,23500000,48,4940000,6,Profesional,Soltero,0,No,Aprobado
SOL-01039,2024-10-29,cali,Vehiculo,51000000,36,2390000,6,Posgrado,SOLTERO,2,No,Rechazado
SOL-01577,2024-03-23,Medellin,Vehiculo,56100000,60,2980000,2,Bachiller,Soltero,0,No,rechazado
SOL-01334,2024-05-17,Cali,Vehiculo,45400000,60,4140000,4,Prof.,Divorciado,1,No,Rechazado
SOL-02375,2024-09-24,medellin,Libre inversion,22200000,12,$ 3650000,9,Bachiller,Casado,0,NO,EN ESTUDIO
SOL-02913,2024-10-25,Pereira,Libre inversion,17600000,36,2110000, ,Profesional,Casado,0,No,aprobado
SOL-00049,2024-09-11,Bogota,Educacion,8400000,24,2010000,0,profesional,Casado,0,no,Rechazado
SOL-02714,17/07/2024,Medellin,Libre inversion,8800000,24,5620000,15,BACHILLER,Casado,0,1,en estudio
SOL-01204,2025-02-18,Cali,Educacion,6800000,12,11590000,2,Tecnico,CASADO,3,No,Rechazado
SOL-02917,2024-09-06,Barranquilla,Libre inversion,10000000,24,8490000,1,Bachiller,Union libre,2,No,RECHAZADO
SOL-02021,26/12/2024,MEDELLIN,Vivienda,204400000,120,$ 3200000,13,Bachiller,Soltero,2,SI,Aprobado
SOL-00433,2024-07-17,Cali,Libre inversion,14500000,24,3520000,,Tecnico,Soltero,0,Si,Rechazado
SOL-00787,10/05/2025,BARRANQUILLA,Vivienda,106800000,240,6970000,13,Tecnico,Soltero,2,Si,En estudio
SOL-01460,2024-10-15,Pereira,Libre inversion,23700000,12,1.800.000,9,Profesional,Casado,1,No,Aprobado
SOL-00125,2025-02-01,PEREIRA,Libre inversion,16600000,24,3500000,12,tecnico,Soltero,3,No,Aprobado
SOL-00066,2025-03-12,Barranquilla,Libre inversion,20900000,24,2410000,17,Bachiller,CASADO,1,No,Aprobado
SOL-02547,23/08/2024,BUCARAMANGA,Educacion,16300000,36,4110000,7,Profesional,Union libre,2,No,APROBADO
SOL-01230,2025-04-15,MEDELLIN,Libre inversion,23800000,24,1800000,8,Profesional,Casado,3,Si,Aprobado
SOL-01877,03/11/2024,Bogotá D.C.,Vehiculo,49700000,60,$2.830.000,1,Bachiller,SOLTERO,2,0,Aprobado
SOL-01809,2024-01-27,Medellin,Educacion,11700000,24,5.770.000,8,Profesional,Soltero,1,No,aprobado
SOL-01768,2025-03-02,Medellin,Vehiculo,47700000,60,3520000,2,Tec.,Divorciado,4,Si,En estudio
SOL-01383,2024-09-12,Bogota,Vivienda,230400000,180,4100000,1,Tecnico,Casado,0,no,Aprobado
SOL-00781,14/11/2024,Bogota,Libre inversion,17400000,36,$2.500.000,0,Posgrado,SOLTERO,1,0,rechazado
SOL-01235,2025-01-31,cartagena,Vehiculo,56400000,60,3480000,1,Tecnico,Casado,4,No,En estudio
SOL-00130,09/05/2025,CARTAGENA,Educacion,4400000,36,2860000,1,Prof.,casado,0,0,Aprobado
SOL-02577,2024-05-31,Medellin,Vivienda,199000000,120,1880000,3,Profesional,Soltero,0,No,Aprobado
SOL-01803,18/11/2024,Bogota,Libre inversion,20700000,12,N/A,2,Profesional,Casado,0,Si,APROBADO
SOL-02564,17/12/2024,Cali,Libre inversion,21100000,36,1800000,2,PROFESIONAL,Soltero,0,No,en estudio
SOL-01676,2024-01-04,Cartagena,Vehiculo,56700000,48,5250000,5,Tecnico,casado,0,No,Aprobado
SOL-02978,05/11/2024,bucaramanga,Libre inversion,11500000,24,$ 2820000,0,Bachiller,casado,0,SI,aprobado
SOL-01496,2024-03-05,Cartagena,Vehiculo,48400000,24,2700000,3,Bachiller,CASADO,0,No,En estudio
SOL-01313,2025-05-23,Bogota,Libre inversion,8000000,36,5280000,0,Profesional,divorciado,1,Si,Aprobado
SOL-02947,28/09/2024,Bucaramanga,Libre inversion,11300000,48,4940000,5,Bachiller,SOLTERO,1,Si,En estudio
SOL-02822,2024-05-07,Cali,Educacion,6200000,36,3890000,32,PROFESIONAL,Soltero,0,Si,Aprobado
SOL-02810,2024-09-16,Bogota,Educacion,15100000,12,1800000,1,BACHILLER,Divorciado,2,Si,En estudio
SOL-01658,2025-04-30,Cali,Libre inversion,24100000,48,1800000,1,Técnico,casado,3,si,Aprobado
SOL-02634,2024-04-03,CALI,Vehiculo,33000000,36,4500000,12,Tecnico,Casado,0,No,Aprobado
SOL-00238,2024-05-06,Medellin,Libre inversion,16000000,48,2520000,12,Posgrado,soltero,3,Si,Aprobado
SOL-02658,2024-11-17,barranquilla,Libre inversion,9900000,24,4560000,4,Profesional,Casado,2,No,aprobado
SOL-01017,2024-11-14,Bogotá,Libre inversion,10000000,36,3.910.000,4,Postgrado,Soltero,3,No,Aprobado
SOL-02906,2024-08-24,Bogota,Vehiculo,30900000,60,7420000,13,Posgrado,UNION LIBRE,1,Si,En estudio
SOL-01941,07/04/2024,MEDELLIN,Vivienda,100600000,240,3.700.000,0,profesional,SOLTERO,1,Si,Aprobado
SOL-02563,2024-01-15,CALI,Libre inversion,9500000,36,1800000,1,Profesional,Soltero,0,si,Aprobado
SOL-02528,16/08/2024,PEREIRA,Libre inversion,9300000,24,$4.480.000,4,Tec.,Divorciado,1,Si,Rechazado
SOL-01752,08/10/2024,BOGOTA,Libre inversion,12100000,48,2540000,4,Bachiller,Casado,0,No,Rechazado
SOL-00763,04/04/2024,Barranquilla,Vivienda,177000000,60,3160000,0,Tec.,Casado,0,No,Rechazado
SOL-00370,30/05/2024,Barranquilla,Vehiculo,46300000,48,1800000,2,Profesional,Soltero,2,Si,Aprobado
SOL-00523,14/04/2025,Barranquilla,Libre inversion,22100000,36,4340000,2,Tecnico,Union libre,2,0,APROBADO
SOL-01223,2025-05-26,Cartagena,Vivienda,150500000,240,2.950.000,2,Profesional,Casado,0,Si,Rechazado
SOL-00076,2024-08-24,Medellin,Vehiculo,32700000,36,$ 2810000,0,Posgrado,Casado,4,No,En estudio
SOL-02925,2025-04-25,Cartagena,Educacion,9000000,12,4210000,7,Posgrado,Soltero,0,NO,En estudio
SOL-00055,2024-09-18,Medellin,Vivienda,98900000,120,3080000,4,Profesional,Soltero,1,Si,Rechazado
SOL-00267,2024-09-13,Bogota,Libre inversion,20400000,48,3750000,0,Profesional,Soltero,3,si,APROBADO
SOL-02614,2024-07-14,Medellín,Educacion,10900000,12,$2.400.000,0,Profesional,Divorciado,0,No,Aprobado
SOL-01674,2025-04-10,Medellin,Vehiculo,25600000,48,8140000,0,Bachiller,Casado,2,Sí,APROBADO
SOL-01833,2025-02-20,Bogota,Vehiculo,30700000,24,2590000,15,Posgrado,soltero,2,No,Rechazado
SOL-02775,09/08/2024,Medellin,Educacion,16000000,24,1800000,2,Prof.,Soltero,N/A,Si,rechazado
SOL-02921,13/11/2024,barranquilla,Vivienda,109100000,180,4000000,1,Postgrado,Union libre,0,0,En estudio
SOL-02115,2024-10-12,Bogotá D.C.,Vehiculo,47500000,60,2860000,2,Tec.,Casado,2,No,Aprobado
SOL-00921,23/01/2025,cali,Libre inversion,10700000,12,2490000,1,Tecnico,Casado,1,No,Rechazado
SOL-00383,2025-06-21,Cali,Vivienda,199100000,180,1800000,1,Tecnico,Soltero,0,NO,rechazado
SOL-02845,2024-06-10,Bogota,Vehiculo,49700000,48,4100000,2,Posgrado,UNION LIBRE,0,No,En estudio
SOL-02367,19/03/2024,BARRANQUILLA,Educacion,16500000,36,3680000,9,Bach.,Union libre,0,Si,Aprobado
SOL-01960,26/12/2024,Bogota,Vehiculo,28900000,36,4840000,2,Bachiller,Union libre,2,No,aprobado
SOL-02820,29/06/2024,medellin,Libre inversion,14400000,36,5250000,27,Profesional,Soltero,2,0,Aprobado
SOL-02318,2024-01-14,CALI,Libre inversion,8200000,24,$ 2340000,1,Bachiller,Soltero,4,SI,Aprobado
SOL-02293,06/03/2024,bogota,Vivienda,206400000,240,3660000,1,Tecnico,Casado,0,Si,Aprobado
SOL-00836,2024-11-03,Cali,Libre inversion,11500000,36,3560000,5,Prof.,Soltero,4,NO,Aprobado
SOL-01648,2025-02-18,Barranquilla,Educacion,10200000,36,5970000,13,Profesional,Union libre,3,No,Aprobado
SOL-02920,2024-02-06,Bogota,Libre inversion,23000000,24,6320000,6,Profesional,Casado,1,No,Aprobado
SOL-00464,2024-04-21,BOGOTA,Vehiculo,45100000,36,3880000,7,Profesional,Casado,2,No,Rechazado
SOL-02074,2024-03-11,Pereira,Educacion,6500000,24,2950000,5,Profesional,Union libre,1,1,Aprobado
SOL-02725,17/01/2024,Medellin,Educacion,8300000,24,3510000,2,Bachiller,Casado,0,Si,Aprobado
SOL-01339,26/06/2024,medellin,Educacion,8100000,12,1800000,7,Tecnico,casado,2,Si,APROBADO
SOL-01887,17/04/2024,CARTAGENA,Vivienda,166400000,240,2090000,9,PROFESIONAL,Unión libre,0,si,Rechazado
SOL-01372,11/03/2025,Medellin,Libre inversion,21000000,48,2580000,14,Posgrado,Divorciado,2,0,Rechazado
SOL-02443,2024-11-13,cartagena,Educacion,9000000,12,4570000,3,posgrado,Casado,3,No,Aprobado
SOL-01071,2024-02-29,Cartagena,Libre inversion,24700000,48,4180000,7,Tecnico,Casado,0,Si,En estudio
SOL-01190,2024-03-29,Bogotá,Educacion,7400000,12,2.710.000,3,Profesional,Soltero,0,0,Rechazado
SOL-00596,2024-03-10,Pereira,Vivienda,211400000,60,2830000,2,Tecnico,Soltero,2,Si,Aprobado
SOL-01599,18/04/2025,Bogota,Libre inversion,24000000,36,5800000,1,Bachiller,Union libre,0,No,Aprobado
SOL-01217,2024-07-26,Pereira,Vivienda,128200000,240,3270000,23,Tecnico,casado,1,No,Aprobado
SOL-01874,2024-09-27,Bogota,Libre inversion,20200000,24,$1.800.000,1,Bachiller,Union libre,,No,Aprobado
SOL-01731,2024-07-23,Medellin,Vehiculo,50400000,36,5030000,5,Prof.,DIVORCIADO,2,Si,APROBADO
SOL-00368,2025-06-19,Cali,Libre inversion,24700000,48,2900000,0,Profesional,Soltero,0,No,rechazado
SOL-02593,2024-07-26,MEDELLIN,Vivienda,136000000,240,2.880.000,4,TECNICO,Soltero,1,Si,En estudio
SOL-02024,2024-06-15,Bogota,Vehiculo,46500000,24,N/A,2,Bachiller,Soltero,2,Si,Aprobado
SOL-00098,2025-02-03,Bogotá D.C.,Vehiculo,29700000,24,3980000,14,Tecnico,Casado,1,SI,rechazado
SOL-02206,2024-07-04,Bogota,Libre inversion,15100000,36,1890000,8,Tecnico,Soltero,0,No,Aprobado
SOL-01847,2025-06-12,Cali,Vehiculo,55300000,60,9150000,4,Posgrado,Union libre,2,Si,Aprobado
SOL-01419,30/08/2024,Medellin,Libre inversion,20500000,36,4860000,,Tecnico,Union libre,2,no,Rechazado
SOL-00382,2024-03-29,Bogota,Libre inversion,22500000,12,7280000,5,Tecnico,Union libre,0,1,Aprobado
SOL-02924,2024-02-18,CALI,Educacion,13200000,12,4760000,14,Tecnico,UNION LIBRE,2,SI,Aprobado
SOL-01775,2025-03-21,bogota,Libre inversion,24300000,48,4080000,9,PROFESIONAL,Soltero,2,No,Aprobado
SOL-00029,2024-03-05,Cartagena,Vehiculo,37800000,48,3600000,3,Prof.,Union libre,0,No,Rechazado
SOL-00448,2024-10-18,Bogotá D.C.,Educacion,8800000,24,$ 11740000,4,Profesional,Union libre,1,Si,Aprobado
SOL-02288,2024-03-16,Medellin,Libre inversion,20900000,12,$ 3120000,4,Prof.,Soltero,2,No,Aprobado
SOL-00821,17/04/2025,Barranquilla,Vehiculo,43800000,24,1800000,2,Profesional,Union libre,1,No,rechazado
SOL-02556,2024-06-11,Medellin,Libre inversion,13400000,48,4.270.000,2,bachiller,Soltero,0,Si,Aprobado
SOL-01891,2024-01-04,Bogotá,Libre inversion,13200000,48,2390000,1,Posgrado,Casado,,Si,Aprobado
SOL-02728,15/04/2025,Bogota,Libre inversion,13500000,48,4740000,6,PROFESIONAL,Casado,0,No,rechazado
SOL-02215,2024-05-20,Cali,Educacion,3600000,36,4950000,0,Prof.,Union libre,0,No,Aprobado
SOL-02559,10/02/2024,bogota,Vehiculo,52100000,60,3.970.000,0,Prof.,Casado,0,1,aprobado
SOL-00722,2024-12-25,Bogota,Vehiculo,33300000,36,3320000,5,Posgrado,Soltero,0,Si,Aprobado
SOL-02991,2024-11-29,Bucaramanga,Libre inversion,23200000,36,1800000,2,Profesional,Soltero,0,Sí,Rechazado
SOL-02569,2024-12-02,Bucaramanga,Libre inversion,9400000,12,4380000,22,Posgrado,SOLTERO,0,no,Rechazado
SOL-01916,2025-06-14,Medellin,Vivienda,109900000,180,6800000,1,Posgrado,Soltero,1,SI,Aprobado
SOL-01596,10/03/2025,Cali,Vivienda,154100000,60,1800000,1,Profesional,Casado,3,no,Aprobado
SOL-01110,25/11/2024,Medellin,Vehiculo,27900000,48,5120000,3,Bachiller,Soltero,1,No,Aprobado
SOL-00780,2024-03-25,Cartagena,Libre inversion,14500000,24,3920000,1,Profesional,Casado,1,No,Aprobado
SOL-01024,2024-09-27,CALI,Libre inversion,24600000,36,1800000,1,Profesional,Casado,2,No,RECHAZADO
SOL-00005,2024-07-18,Bucaramanga,Vivienda,172700000,120,4350000,9,Bachiller,CASADO,4,No,Aprobado
SOL-02707,2024-01-12,Bucaramanga,Vehiculo,54200000,36,,1,Tecnico,Soltero,0,NO,En estudio
SOL-01781,27/09/2024,Cartagena,Vehiculo,26800000,36,1800000,5,Tecnico,Casado,2,No,Rechazado
SOL-02951,2024-05-09,Medellin,Libre inversion,23000000,12,2140000,4,Tecnico,Union libre,1,No,EN ESTUDIO
SOL-00517,2024-09-10,Bogota,Libre inversion,20400000,12,2870000,1,Profesional,Casado,2,No,APROBADO
SOL-02777,2024-11-30,Cali,Libre inversion,23300000,24,$1.800.000,4,tecnico,Casado,0,No,Rechazado
SOL-02472,07/05/2024,cali,Vivienda,105500000,180,1860000,1,Profesional,Soltero,1,Si,Rechazado
SOL-02747,2024-10-10,Bogota,Vehiculo,52800000,60,2980000,3,BACHILLER,Divorciado,4,No,rechazado
SOL-00351,03/11/2024,BUCARAMANGA,Educacion,6200000,36,1800000,6,Bachiller,soltero,0,NO,Aprobado
SOL-01210,2025-03-19,Cali,Libre inversion,13500000,48,2150000,0,Posgrado,Soltero,1,Si,En estudio
SOL-02572,2024-09-24,Bogotá,Vehiculo,53000000,48,4440000,16,BACHILLER,Soltero,0,NO,Aprobado
SOL-01562,2024-12-15,CALI,Vehiculo,26900000,24,$1.800.000,7,,Soltero,1,No,Rechazado
SOL-00661,2024-08-09,cali,Vivienda,231000000,240,6760000,,Tecnico,casado,1,0,En estudio
SOL-02929,2024-09-12,BUCARAMANGA,Vehiculo,31400000,36,5970000,7,Posgrado,Soltero,1,Si,Rechazado
SOL-02194,2025-03-25,Medellín,Vivienda,166400000,240,1.920.000,1,Bachiller,Soltero,2,Sí,Aprobado
SOL-00900,24/11/2024,MEDELLIN,Vehiculo,24400000,48,5570000,3,Profesional,Soltero,0,No,Aprobado
SOL-02171,2025-02-03,Bogota,Vivienda,117400000,240,3680000,11,profesional,Divorciado,0,Si,Aprobado
SOL-00159,21/01/2024,Bogota,Vehiculo,33700000,60,$ 12140000,3,bachiller,casado,N/A,No,Aprobado
SOL-00384,27/10/2024,Bogota,Libre inversion,16200000,48,2160000,14,bachiller,Soltero,3,1,Aprobado
SOL-02132,2025-04-02,Cali,Vivienda,131400000,60,2140000,5,BACHILLER,SOLTERO,2,No,aprobado
SOL-00141,2024-07-26,medellin,Vivienda,153700000,60,4550000,9,Bachiller,Casado,1,SI,Aprobado
SOL-00466,2025-04-18,cali,Vehiculo,38400000,36,3060000,1,Profesional,Soltero,2,No,En estudio
SOL-02390,17/03/2024,Cali,Vehiculo,34500000,48,4220000,0,Bachiller,Soltero,2,No,APROBADO
SOL-00300,26/05/2024,Cartagena,Vivienda,236100000,120,3790000,1,Tecnico,Union libre,0,no,Rechazado
SOL-00398,2024-06-06,Cali,Vehiculo,43800000,60,7560000,15,Tecnico,Soltero,3,No,Rechazado
SOL-02282,2024-05-26,medellin,Vehiculo,25600000,48,4150000,2,tecnico,Soltero,3,No,Aprobado
SOL-01906,2024-06-15,BUCARAMANGA,Libre inversion,12000000,24,1940000,2,Tecnico,Union libre,1,Si,En estudio
SOL-01700,2024-01-22,Bogota,Libre inversion,22000000,48,3.970.000,2,PROFESIONAL,Soltero,1,No,En estudio
SOL-01034,2024-09-28,Medellin,Educacion,3000000,12,3890000,1,Profesional,Casado,1,no,Aprobado
SOL-02096,12/02/2024,Medellín,Educacion,13400000,24,2530000,0,Profesional,Soltero,1,No,Aprobado
SOL-02424,2025-06-25,Cali,Vehiculo,38400000,60,8350000,9,tecnico,Soltero,1,Si,Rechazado
SOL-01103,21/01/2024,CALI,Libre inversion,15100000,12,1800000,2,Profesional,Casado,1,NO,Rechazado
SOL-01049,21/05/2024,BARRANQUILLA,Libre inversion,23500000,24,5480000,15,BACHILLER,Casado,2,NO,Aprobado
SOL-02963,10/10/2024,Bogota,Vivienda,143400000,120,5340000,4,Bachiller,soltero,1,No,Aprobado
SOL-00847,05/06/2024,Barranquilla,Vivienda,123000000,120,4040000,2,Tecnico,Divorciado,0,No,Aprobado
SOL-00252,05/03/2024,Cartagena,Libre inversion,21900000,36,3020000,2,Tecnico,Casado,0,No,Rechazado
SOL-02807,04/06/2024,Bogotá D.C.,Educacion,13700000,24,1800000,0,PROFESIONAL,Casado,2,No,aprobado
SOL-02089,2024-04-15,Medellín,Educacion,15600000,12,$ 2860000,1,Postgrado,Divorciado,0,Si,Aprobado
SOL-00807,2025-05-16,Barranquilla,Educacion,16200000,24,$2.690.000,6,Profesional,union libre,1,Si,En estudio
SOL-02403,2024-06-11,PEREIRA,Educacion,6800000,36,3760000,12,Bachiller,Union libre,0,0,en estudio
SOL-00716,12/09/2024,Bogotá,Libre inversion,19900000,48,1800000,3,Tecnico,Soltero,0,No,Rechazado
